ID;Nom;Prix (€);Qté;CA (€);Z-score
4976;Château Lafont Menaut Pessac-Leognan Rouge 2017;16,45;4,0;65,8;-0,5756053760924303
4750;Domaine de Montgilet Anjou Rouge Les Yvonnais 2015;16,4;2,0;32,8;-0,5774016358237473
4664;La Cotelleraie Saint-Nicolas-de-Bourgueil Le Vau Jaumier 2016;16,4;0,0;0,0;-0,5774016358237473
4086;Rimauresq Côtes de Provence Blanc Cru Classé 2019;16,4;4,0;65,6;-0,5774016358237473
5964;Domaine de l'Ancienne Cure Pécharmant L'Abbaye 2015;16,3;3,0;48,9;-0,5809941552863811
4103;Emile Boeckel Riesling Grand Cru Wiebelsberg 2016;16,3;12,0;195,6;-0,5809941552863811
5445;La Préceptorie Maury Blanc 2015;16,3;0,0;0,0;-0,5809941552863811
4102;Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017;16,3;1,0;16,3;-0,5809941552863811
7338;Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019;16,3;0,0;0,0;-0,5809941552863811
4977;Château Lafont Menaut Pessac-Leognan Blanc 2017;16,3;3,0;48,9;-0,5809941552863811
5446;Parcé Frères Banyuls Rimage 2018;16,2;0,0;0,0;-0,584586674749015
5389;Australie Maverick Breechens Blend 2012;16,1;0,0;0,0;-0,5881791942116489
4601;Catherine et Claude Maréchal Bourgogne Aligoté 2018;16,1;4,0;64,4;-0,5881791942116489
4720;Domaine Schoenheitz Riesling Herrenreben 2018;15,9;15,0;238,5;-0,5953642331369167
4263;Chermette Domaine du Vissoux Fleurie Poncié 2018;15,8;0,0;0,0;-0,5989567525995505
4101;Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2016;15,8;0,0;0,0;-0,5989567525995505
4712;Domaine Schoenheitz Crémant d'Alsace Mémoire de Granit Extra Brut;15,8;1,0;15,8;-0,5989567525995505
4262;Chermette Domaine du Vissoux Brouilly Pierreux 2018;15,8;3,0;47,4;-0,5989567525995505
4100;Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016;15,8;0,0;0,0;-0,5989567525995505
4270;Domaine Sérol Côte Roannaise Les Millerands 2018;15,5;4,0;62,0;-0,6097343109874521
5444;La Préceptorie Maury Rouge Cuvée Aurélie 2017;15,5;1,0;15,5;-0,6097343109874521
6738;Emile Boeckel Crémant Chardonnay Extra Brut 2016;15,4;3,0;46,2;-0,6133268304500861
5959;Domaine Labranche Laffont Madiran Vieilles Vignes 2015;15,4;0,0;0,0;-0,6133268304500861
5894;Thevenet Quintaine Viré-Clessé Emilian Gillet 2017;15,4;5,0;77,0;-0,6133268304500861
6616;Clos du Mont-Olivet Lirac Rouge 2017;15,4;1,0;15,4;-0,6133268304500861
4246;Domaine Saint-Denis Mâcon Lugny 2017;15,3;7,0;107,1;-0,6169193499127199
4734;Camin Larredya Jurançon Moelleux Costat Darrer 2018;15,3;1,0;15,3;-0,6169193499127199
4268;Domaine Bulliat Morgon Le Colombier 2019;15,2;1,0;15,2;-0,6205118693753539
5375;David-Beaupère Juliénas Les Trois Verres 2018;15,2;1,0;15,2;-0,6205118693753539
5546;Thierry Germain Saumur-Champigny Cuvée Domaine 2018;15,2;6,0;91,2;-0,6205118693753539
5736;Triennes IGP Méditerranée Blanc Sainte Fleur 2018;14,9;5,0;74,5;-0,6312894277632555
4799;Domaine de la Monardière Vacqueyras Les Deux Monardes 2017;14,9;3,0;44,7;-0,6312894277632555
4275;I Fabbri Chianti Classico Lamole 2017;14,9;12,0;178,8;-0,6312894277632555
4248;Domaine Saint-Denis Mâcon Chardonnay 2017;14,8;12,0;177,6;-0,6348819472258893
4075;Plateau des Chênes Lirac 2015;14,7;0,0;0,0;-0,6384744666885233
5738;Triennes IGP Méditerranée Rouge Saint Auguste 2016;14,6;11,0;160,6;-0,6420669861511571
4748;Jean-Paul Brun Saint-Amour 2017;14,5;0,0;0,0;-0,6456595056137909
4155;Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2016;14,5;3,0;43,5;-0,6456595056137909
4063;Mourgues du Grès Costières de Nîmes Terre de Feu 2017;14,5;3,0;43,5;-0,6456595056137909
4064;Oratoire Saint Martin Cairanne Rouge Réserve des Seigneurs 2017;14,4;3,0;43,2;-0,6492520250764249
4665;Vincent Carême Vouvray Sec 2018;14,4;2,0;28,8;-0,6492520250764249
4087;Rimauresq Côtes de Provence Cru Classé Rosé 2019;14,4;18,0;259,2;-0,6492520250764249
4167;Ollieux Romanis Corbières Rouge Cuvée Prestige 2017;14,3;3,0;42,9;-0,6528445445390587
4162;Domino Romano Ribera Del Duero Camino Romano 2016;14,3;1,0;14,3;-0,6528445445390587
4730;Domaine Muré Crémant d'Alsace Cuvée Prestige;14,3;0,0;0,0;-0,6528445445390587
4251;Domaine Saint-Denis Bourgogne Rouge Le Clos 2017;14,1;8,0;112,8;-0,6600295834643264
5930;Borie La Vitarèle Languedoc Blanc Le Grand Mayol 2019;14,1;1,0;14,1;-0,6600295834643264
4032;Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018;14,1;3,0;42,3;-0,6600295834643264
4076;Plateau des Chênes Lirac 2016;14,05;4,0;56,2;-0,6618258431956434
4686;Cosse Maisonneuve Cahors Solis 2018;14,0;2,0;28,0;-0,6636221029269603
4778;Clos du Mont-Olivet Lirac Rosé Farel 2019;13,9;0,0;0,0;-0,6672146223895943
5504;Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019;13,8;3,0;41,4;-0,6708071418522281
4151;Elian Daros Côtes du Marmandais Abouriou 2016;13,7;12,0;164,4;-0,6743996613148621
5715;François Baur Gewurztraminer Herrenweg de Turckheim 2016;13,7;0,0;0,0;-0,6743996613148621
4722;François Baur Pinot Gris Herrenweg de Turckheim 2018;13,7;1,0;13,7;-0,6743996613148621
4094;Paul Ginglinger Gewurztraminer Wahlenbourg 2017;13,7;0,0;0,0;-0,6743996613148621
4780;Maurice Schoech Crémant d'Alsace Brut Rosé Bulles de Granite;13,7;1,0;13,7;-0,6743996613148621
4791;Maurice Schoech Pinot Noir Pièce de Chêne 2016;13,6;0,0;0,0;-0,6779921807774958
6072;Clos du Mont-Olivet Côtes-du-Rhône Blanc 2019;13,6;9,0;122,4;-0,6779921807774958
4244;La Préceptorie Côtes du Roussillon Coume Marie 2018;13,5;5,0;67,5;-0,6815847002401297
4177;Domaine de l'Hortus Val de Montferrand La Bergerie Blanc 2018;13,5;0,0;0,0;-0,6815847002401297
4176;Domaine de l'Hortus Pic Saint-Loup La Bergerie Rouge 2018;13,5;9,0;121,5;-0,6815847002401297
6618;Clos du Mont-Olivet Vins de Pays du Gard Confluence 2017;13,5;0,0;0,0;-0,6815847002401297
5963;Domaine de l'Ancienne Cure Bergerac Blanc Sec L'Abbaye 2016;13,5;0,0;0,0;-0,6815847002401297
6584;La Préceptorie Côtes du Roussillon Blanc Coume Marie 2018;13,5;0,0;0,0;-0,6815847002401297
4193;Château de La Liquière Faugères Cistus Blanc 2019;13,5;8,0;108,0;-0,6815847002401297
4216;Domaine de l'Ecu Muscadet Classic 2018;13,4;1,0;13,4;-0,6851772197027637
4607;François Bergeret Hautes Côtes de Beaune Vieilles Vignes Rondo 2017;13,4;0,0;0,0;-0,6851772197027637
6094;Château de Villeneuve Saumur-Champigny Clos de la Bienboire 2018;13,4;0,0;0,0;-0,6851772197027637
4714;Domaine Schoenheitz Muscat 2017;13,3;3,0;39,9;-0,6887697391653975
4187;Le Pas de l'Escalette Languedoc Les Petits Pas 2019;13,3;42,0;558,6;-0,6887697391653975
4679;Domaine Rotier Gaillac Rouge Renaissance 2016;13,2;0,0;0,0;-0,6923622586280315
5439;La Préceptorie Maury Sec Rouge Copain Comme Cochon 2018;13,2;18,0;237,6;-0,6923622586280315
5760;Huile d'Olive Extra Vierge Planeta 50cl;13,1;2,0;26,2;-0,6959547780906652
4610;François Bergeret Hautes Côtes de Beaune Blanc 2018;13,1;0,0;0,0;-0,6959547780906652
5693;Philippe Nusswitz Duché d'Uzès Orénia Blanc Réserve 2018;13,0;11,0;143,0;-0,6995472975532991
4676;Domaine Rotier Gaillac Blanc Doux Les Gravels 2016;12,9;0,0;0,0;-0,7031398170159331
4274;Domaine Sérol Vin Mousseux Rosé Turbullent Méthode Ancestrale;12,9;0,0;0,0;-0,7031398170159331
4939;Oratoire Saint Martin Cairanne Blanc Réserve des Seigneurs 2018;12,9;0,0;0,0;-0,7031398170159331
5519;Domaine Chambeyron Côtes du Rhône 2017;12,9;22,0;283,8;-0,7031398170159331
5764;Parcé Frères Collioure Rouge Petit Gus 2018;12,9;12,0;154,8;-0,7031398170159331
4924;Cave de Castelmaure Corbières Rouge Grande Cuvée 2017;12,8;0,0;0,0;-0,7067323364785669
4099;Paul Ginglinger Riesling Drei Exa 2018;12,8;0,0;0,0;-0,7067323364785669
4690;Domaine Plageoles Vin de France Contre-Pied 2016;12,8;0,0;0,0;-0,7067323364785669
4097;Paul Ginglinger Pinot Gris Les Prelats 2018;12,8;1,0;12,8;-0,7067323364785669
4221;Xavier Frissant Touraine Les Roses du Clos 2018;12,8;15,0;192,0;-0,7067323364785669
4689;Domaine Plageoles Côtes du Tarn Blanc Sec Ondenc;12,8;1,0;12,8;-0,7067323364785669
4074;Domaine de la Jérôme Côtes du Rhône Village 201;12,7;4,0;50,8;-0,7103248559412009
4726;François Baur Pinot Noir Schlittweg 2017;12,7;4,0;50,8;-0,7103248559412009
5960;Domaine Labranche Laffont Pacherenc du Vic-Bilh Sec 2017;12,7;0,0;0,0;-0,7103248559412009
5694;Philippe Nusswitz Duché d'Uzès Orénia Rouge Réserve 2016;12,7;5,0;63,5;-0,7103248559412009
4056;Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018;12,7;10,0;127,0;-0,7103248559412009
5395;Chili Errazuriz Cabernet Sauvignon 2016;12,7;0,0;0,0;-0,7103248559412009
6093;Château de Villeneuve Saumur-Champigny 2017;12,6;1,0;12,6;-0,7139173754038346
4095;Paul Ginglinger Muscat Caroline 2018;12,6;4,0;50,4;-0,7139173754038346
4227;La Cotelleraie Saint-Nicolas-de-Bourgueil La Croisée 2018;12,6;6,0;75,6;-0,7139173754038346
4106;Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018;12,6;6,0;75,6;-0,7139173754038346
5796;Château Saransot-Dupré Bordeaux Blanc 2016;12,5;0,0;0,0;-0,7175098948664685
4938;Domaine Rouge Garance Côtes du Rhône Villages Garances 2016;12,5;0,0;0,0;-0,7175098948664685
4719;Domaine Schoenheitz Pinot Noir Tradition 2019;12,5;15,0;187,5;-0,7175098948664685
4668;Xavier Frissant Touraine Amboise L'Orée des Frênes 2015;12,3;3,0;36,9;-0,7246949337917363
4788;Maurice Schoech Pinot Gris 2018;12,3;3,0;36,9;-0,7246949337917363
4260;Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017;12,2;2,0;24,4;-0,7282874532543703
4964;Château Turcaud Bordeaux Rouge Cuvée Majeure 2018;12,1;6,0;72,6;-0,731879972717004
4190;Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019;12,1;5,0;60,5;-0,731879972717004
4786;Maurice Schoech Gewurztraminer 2018;12,1;0,0;0,0;-0,731879972717004
4165;Parés Baltà Penedès Indigena 2017;12,0;3,0;36,0;-0,735472492179638
5525;Domaine Chambeyron Vin de Pays des Collines Rhodaniennes Viognier 2016;12,0;0,0;0,0;-0,735472492179638
4795;Emile Boeckel Crémant Brut Rosé;12,0;10,0;120,0;-0,735472492179638
4753;Domaine de Montgilet Coteaux de l'Aubance 2017;12,0;7,0;84,0;-0,735472492179638
4157;Planeta Sicilia Alastro 2017;12,0;0,0;0,0;-0,735472492179638
4060;Mourgues du Grès Costières de Nîmes Terre d'Argence 2017;11,9;9,0;107,1;-0,7390650116422719
4749;Domaine de Montgilet Anjou Blanc 2016;11,9;0,0;0,0;-0,7390650116422719
4062;Mourgues du Grès IGP Pont du Gard Terre d'Argence 2018;11,9;3,0;35,7;-0,7390650116422719
4181;Borie La Vitarèle Saint-Chinian Les Terres Blanches 2019;11,9;9,0;107,1;-0,7390650116422719
4620;Bernard Baudry Chinon Rouge Les Granges 2018;11,9;6,0;71,4;-0,7390650116422719
4609;François Bergeret Hautes Côtes de Beaune Rouge 2017;11,8;0,0;0,0;-0,7426575311049057
4161;Planeta Sicilia Plumbago 2017;11,6;0,0;0,0;-0,7498425700301734
4281;Château de Cazeneuve Val de Montferrand Rouge Caza Sorix 2019;11,6;0,0;0,0;-0,7498425700301734
4220;Xavier Frissant Touraine Amboise Chenin Les Pierres 2018;11,6;12,0;139,2;-0,7498425700301734
4178;Domaine de l'Hortus Pic Saint-Loup La Bergerie Rosé 2019;11,5;17,0;195,5;-0,7534350894928074
5481;Domaine Bulliat Moulin-à-Vent 2017;11,5;0,0;0,0;-0,7534350894928074
4204;Mas Laval IGP Pays d'Hérault Les Pampres Rouges 2017;11,3;3,0;33,9;-0,7606201284180751
4962;Château Turcaud Bordeaux Blanc Cuvée Majeure 2018;11,3;14,0;158,2;-0,7606201284180751
4231;Argentine Mendoza Alamos Malbec 2018;11,1;1,0;11,1;-0,7678051673433428
4232;Argentine Mendoza Alamos Chardonnay 2019;11,1;2,0;22,2;-0,7678051673433428
4790;Maurice Schoech Riesling 2018;11,1;0,0;0,0;-0,7678051673433428
4715;Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017;11,1;0,0;0,0;-0,7678051673433428
4936;Domaine Rouge Garance Côtes du Rhône Blanc De Garance 2018;11,1;11,0;122,1;-0,7678051673433428
5379;Argentine Mendoza Alamos Torrontes 2017;11,1;0,0;0,0;-0,7678051673433428
4789;Maurice Schoech Pinot Noir 2018;11,1;2,0;22,2;-0,7678051673433428
5737;Triennes IGP Méditerranée Rouge Les Auréliens 2016;11,0;9,0;99,0;-0,7713976868059768
6047;Château de La Liquière Faugères L'Ampoule 2019;10,9;38,0;414,2;-0,7749902062686107
4307;Domaine de l'Idylle Savoie Mondeuse Le Tithonien 2018;10,9;0,0;0,0;-0,7749902062686107
4163;Parés Baltà Penedès Calcari 2018;10,8;3,0;32,4;-0,7785827257312445
4194;Château de La Liquière Faugères 2017;10,8;9,0;97,2;-0,7785827257312445
5707;Domaine des Terres d'Ocre Saint-Pourçain Rouge Instant T 2015;10,8;10,0;108,0;-0,7785827257312445
4306;Domaine de l'Idylle Roussette de Savoie Anne de Chypre 2018;10,7;1,0;10,7;-0,7821752451938785
4675;Domaine Rotier Gaillac Blanc Sec Renaissance 2015;10,7;0,0;0,0;-0,7821752451938785
5739;Triennes IGP Méditerranée Rouge Merlot 2016;10,7;1,0;10,7;-0,7821752451938785
5394;Chili Valdivieso Merlot 2017;10,7;0,0;0,0;-0,7821752451938785
6128;Moulin de Gassac IGP Pays d'Hérault Blanc Faune 2017;10,6;3,0;31,8;-0,7857677646565122
6127;Moulin de Gassac IGP Pays d'Hérault Rouge Mazet du Levant 2017;10,6;0,0;0,0;-0,7857677646565122
6280;Borie de Maurel Minervois Blanc La Belle Aude 2018;10,4;0,0;0,0;-0,7929528035817801
5480;Domaine Bulliat Chiroubles Cuvée Félix 2019;10,4;1,0;10,4;-0,7929528035817801
5629;Parés Baltà Cava Brut Nature;10,3;0,0;0,0;-0,7965453230444139
5706;Domaine des Terres d'Ocre Saint-Pourçain Blanc Instant T 2018;10,3;0,0;0,0;-0,7965453230444139
4269;Domaine Sérol Côte Roannaise Les Originelles 2019;10,2;0,0;0,0;-0,8001378425070479
5479;Domaine Bulliat Beaujolais Blanc 2019;10,2;3,0;30,6;-0,8001378425070479
5753;Château de la Selve Vin de France Petite Selve 2019;10,1;4,0;40,4;-0,8037303619696816
4785;Maurice Schoech Pinot Auxerrois Vieilles Vignes 2018;10,1;1,0;10,1;-0,8037303619696816
6617;Clos du Mont-Olivet Vins de Pays du Gard Rive Droite 2018;9,9;6,0;59,4;-0,8109154008949495
4867;Château De La Selve IGP Coteaux de l'Ardèche Maguelonne Rosé 2019;9,9;1,0;9,9;-0,8109154008949495
4937;Domaine Rouge Garance Côtes du Rhône Feuille de Garance 2019;9,9;4,0;39,6;-0,8109154008949495
4203;Mas Laval IGP Pays d'Hérault Les Pampres Blancs 2018;9,9;6,0;59,4;-0,8109154008949495
4862;Philippe Nusswitz Duché d'Uzès Orénia Blanc 2018;9,9;12,0;118,8;-0,8109154008949495
4261;Chermette Domaine du Vissoux Beaujolais Griottes 2018;9,9;1,0;9,9;-0,8109154008949495
4782;Paul Ginglinger Pinot Blanc 2017;9,8;3,0;29,4;-0,8145079203575833
4154;Elian Daros Côtes du Marmandais Le Vin Est Une Fête 2017;9,8;18,0;176,4;-0,8145079203575833
4865;Mourgues du Grès Costières de Nîmes Capitelles Rosé 2018;9,8;13,0;127,4;-0,8145079203575833
4740;Jean-Paul Brun Beaujolais L'Ancien 2016;9,7;0,0;0,0;-0,8181004398202173
4223;Xavier Frissant Touraine Sauvignon 2019;9,7;3,0;29,1;-0,8181004398202173
4104;Emile Boeckel Riesling Brandluft 2018;9,7;12,0;116,4;-0,8181004398202173
4229;Mérieau Touraine L'Arpent des Vaudons 2018;9,6;0,0;0,0;-0,821692959282851
4265;Domaine Bulliat Beaujolais Villages Bibine 2018;9,6;3,0;28,8;-0,821692959282851
4677;Domaine Rotier Gaillac Rouge Les Gravels 2016;9,5;1,0;9,5;-0,825285478745485
4188;Château de La Liquière Languedoc Blanc Les Amandiers 2019;9,5;8,0;76,0;-0,825285478745485
4197;Château de La Liquière Faugères Les Amandiers Rosé 2019;9,4;8,0;75,2;-0,8288779982081189
4191;Château de La Liquière Faugères Les Amandiers Rouge 2019;9,3;12,0;111,6;-0,8324705176707528
4870;Triennes IGP Méditerranée Rosé 2019;9,3;33,0;306,9;-0,8324705176707528
6070;Borie La Vitarèle Pays d'Hérault Les Cigales 2019;9,3;1,0;9,3;-0,8324705176707528
4160;Planeta Sicilia La Segreta Rosso 2017;9,3;7,0;65,1;-0,8324705176707528
4159;Planeta Sicilia La Segreta Bianco 2017;9,3;3,0;27,9;-0,8324705176707528
5016;Château Tour Des Gendres Bergerac Blanc Cuvée Des Conti 2017;9,3;3,0;27,9;-0,8324705176707528
4272;Domaine Sérol Côte Roannaise Rosé Cabochard 2016;9,2;1,0;9,2;-0,8360630371333867
4683;Château Plaisance Fronton Rosé 2019;9,1;1,0;9,1;-0,8396555565960204
4682;Château Plaisance Fronton Rouge 2017;9,1;6,0;54,6;-0,8396555565960204
6278;Borie de Maurel Minervois Rouge Esprit d'Automne 2019;9,0;5,0;45,0;-0,8432480760586544
4170;Ollieux Romanis Corbières Classique 2018;9,0;4,0;36,0;-0,8432480760586544
4241;Parcé Frères IGP Côtes Catalanes Hommage à Fernand Blanc 2019;8,9;1,0;8,9;-0,8468405955212883
4222;Xavier Frissant Touraine Amboise M de La Touche 2016;8,9;4,0;35,6;-0,8468405955212883
4245;Parcé Frères IGP Pays d'Oc Zoé Viognier 2019;8,9;1,0;8,9;-0,8468405955212883
5958;Domaine Labranche Laffont Madiran Tradition 2016;8,7;0,0;0,0;-0,8540256344465561
4057;Mourgues du Grès Costières de Nîmes Galets Dorés 2019;8,7;18,0;156,6;-0,8540256344465561
4059;Mourgues du Grès Costières de Nîmes Galets Rosés 2019;8,7;7,0;60,9;-0,8540256344465561
4860;Philippe Nusswitz Duché d'Uzès Orénia Rosé 2019;8,7;11,0;95,7;-0,8540256344465561
4058;Mourgues du Grès Costières de Nîmes Galets Rouges 2019;8,7;11,0;95,7;-0,8540256344465561
4242;Parcé Frères Côtes du Roussillon Villages Zoé Rouge 2018;8,6;14,0;120,4;-0,8576181539091898
4729;Emile Boeckel Crémant Brut Blanc de Blancs;8,6;38,0;326,8;-0,8576181539091898
6042;Domaine La Croix Belle Côtes de Thongue Rosé Les Grillons 2019;8,5;18,0;153,0;-0,8612106733718238
4861;Philippe Nusswitz Duché d'Uzès Orénia Rouge 2017;8,5;29,0;246,5;-0,8612106733718238
6930;Mouthes Le Bihan Côtes de Duras L'Aimé Chai 2015;8,4;5,0;42,0;-0,8648031928344577
4863;Château Ollieux Romanis Corbières Rosé Classique 2019;8,2;4,0;32,8;-0,8719882317597255
4304;Domaine de l'Idylle Savoie Cruet 2018;8,1;0,0;0,0;-0,8755807512223592
4928;Domaine La Croix Belle Côtes de Thongue Rouge Le Champ du Coq 2016;7,9;5,0;39,5;-0,8827657901476271
4926;Domaine La Croix Belle Côtes de Thongue Blanc Champ des Lys 2018;7,9;0,0;0,0;-0,8827657901476271
4779;Clos du Mont-Olivet Vin de France La Sabonite;7,8;18,0;140,4;-0,886358309610261
4171;Le Hameau Des Ollieux Monsieur Pinot 2017;7,8;1,0;7,8;-0,886358309610261
4051;Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018;7,7;6,0;46,2;-0,8899508290728948
4208;Domaine Montrose Côtes de Thongue Rosé 2019;7,6;16,0;121,6;-0,8935433485355286
4164;Parés Baltà Penedès Mas Petit 2015;7,6;20,0;152,0;-0,8935433485355286
5056;Domaine de Montgilet Anjou Rouge 2016;7,5;1,0;7,5;-0,8971358679981626
4755;Domaine de Montgilet Vin de France Grolleau 2019;7,4;0,0;0,0;-0,9007283874607965
4739;Jean-Paul Brun Beaujolais Le Ronsay 2016;7,4;0,0;0,0;-0,9007283874607965
5448;Parcé Frères Côtes du Roussillon Villages Hommage à Fernand 2017;7,2;0,0;0,0;-0,9079134263860642
4965;Château Turcaud Entre-Deux-Mers 2019;7,1;26,0;184,6;-0,911505945848698
4681;Domaine de Joy Côtes de Gascogne Blanc Moelleux Saint-André 2018;7,1;12,0;85,2;-0,911505945848698
5722;Domaine de l'Hortus Pays de l'Hérault Le Loup Dans La Bergerie 2018;7,1;19,0;134,9;-0,911505945848698
4963;Château Turcaud Bordeaux Rouge 2016;7,0;2,0;14,0;-0,915098465311332
4923;Cave de Castelmaure Corbières Rouge Vigneron 2018;7,0;10,0;70,0;-0,915098465311332
4105;Emile Boeckel Sylvaner Vieilles Vignes 2019;6,8;5,0;34,0;-0,9222835042365998
4776;Château de La Liquière Pays d'Hérault Blanc A Mi Chemin 2017;6,8;7,0;47,6;-0,9222835042365998
4207;Domaine Montrose Côtes de Thongue Rouge 2018;6,7;5,0;33,5;-0,9258760236992336
4858;Château Turcaud Bordeaux Rosé 2019;6,5;1,0;6,5;-0,9330610626245014
4927;Domaine La Croix Belle Côtes de Thongue Rouge La Caringole 2018;6,5;4,0;26,0;-0,9330610626245014
5695;Philippe Nusswitz IGP Cévènnes Rosé O Pale 2019;6,5;14,0;91,0;-0,9330610626245014
4680;Domaine de Joy Côtes de Gascogne Envie de Joy 2018;6,3;2,0;12,6;-0,9402461015497692
5779;Maurel Pays d'Oc Syrah 2019;5,8;8,0;46,4;-0,9582086988629386
5778;Maurel Pays d'Oc Merlot 2018;5,8;24,0;139,2;-0,9582086988629386
4200;Moulin de Gassac IGP Pays d'Hérault Guilhem Rosé 2019;5,8;46,0;266,8;-0,9582086988629386
4198;Moulin de Gassac IGP Pays d'Hérault Guilhem Rouge 2019;5,8;0,0;0,0;-0,9582086988629386
4173;Maurel Pays d'Oc Chenin-Colombard 2019;5,7;13,0;74,1;-0,9618012183255724
5777;Maurel Pays d'Oc Cabernet-Sauvignon 2017;5,7;0,0;0,0;-0,9618012183255724
4174;Maurel Cabardès Tradition 2017;5,7;6,0;34,2;-0,9618012183255724
4172;Maurel Pays d'Oc Chardonnay 2019;5,7;43,0;245,1;-0,9618012183255724
6129;Moulin de Gassac IGP Pays d'Hérault Guilhem Blanc 2017;5,2;0,0;0,0;-0,9797638156387418
